PREDICTION RESULTS
=================

Sample sample_00000023: Ground Truth: angry, Predicted: angry
Sample samplenew_00037681: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037700: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00037713: Ground Truth: happy, Predicted: happy
Sample samplenew_00037750: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037763: Ground Truth: worried, Predicted: fear
Sample samplenew_00037766: Ground Truth: angry, Predicted: sad
Sample samplenew_00037767: Ground Truth: happy, Predicted: neutral
Sample samplenew_00037787: Ground Truth: sad, Predicted: sad
Sample samplenew_00037790: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037811: Ground Truth: sad, Predicted: sad
Sample samplenew_00037857: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037859: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037866: Ground Truth: sad, Predicted: fear
Sample samplenew_00037916: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037920: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037927: Ground Truth: sad, Predicted: sad
Sample samplenew_00037928: Ground Truth: angry, Predicted: worried
Sample samplenew_00037966: Ground Truth: angry, Predicted: angry
Sample samplenew_00037968: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00037997: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00038007: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038012: Ground Truth: sad, Predicted: sad
Sample samplenew_00038020: Ground Truth: sad, Predicted: sad
Sample samplenew_00038034: Ground Truth: angry, Predicted: angry
Sample samplenew_00038052: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038094: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00038114: Ground Truth: angry, Predicted: angry
Sample samplenew_00038165: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00038177: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038184: Ground Truth: angry, Predicted: angry
Sample samplenew_00038187: Ground Truth: sad, Predicted: sad
Sample samplenew_00038188: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00038189: Ground Truth: sad, Predicted: sad
Sample samplenew_00038223: Ground Truth: sad, Predicted: sad
Sample samplenew_00038229: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038252: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038275: Ground Truth: angry, Predicted: angry
Sample samplenew_00038276: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038279: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038287: Ground Truth: sad, Predicted: sad
Sample samplenew_00038309: Ground Truth: happy, Predicted: happy
Sample samplenew_00038314: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038343: Ground Truth: sad, Predicted: sad
Sample samplenew_00038352: Ground Truth: worried, Predicted: worried
Sample samplenew_00038378: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038422: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038437: Ground Truth: angry, Predicted: angry
Sample samplenew_00038456: Ground Truth: sad, Predicted: sad
Sample samplenew_00038488: Ground Truth: angry, Predicted: angry
Sample samplenew_00038497: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038543: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038551: Ground Truth: angry, Predicted: angry
Sample samplenew_00038556: Ground Truth: sad, Predicted: sad
Sample samplenew_00038581: Ground Truth: angry, Predicted: angry
Sample samplenew_00038624: Ground Truth: angry, Predicted: angry
Sample samplenew_00038644: Ground Truth: angry, Predicted: angry
Sample samplenew_00038661: Ground Truth: sad, Predicted: fear
Sample samplenew_00038669: Ground Truth: sad, Predicted: sad
Sample samplenew_00038674: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038678: Ground Truth: angry, Predicted: angry
Sample samplenew_00038698: Ground Truth: sad, Predicted: fear
Sample samplenew_00038707: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038713: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038720: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038732: Ground Truth: worried, Predicted: worried
Sample samplenew_00038736: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038737: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038741: Ground Truth: sad, Predicted: fear
Sample samplenew_00038787: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038793: Ground Truth: angry, Predicted: angry
Sample samplenew_00038890: Ground Truth: sad, Predicted: fear
Sample samplenew_00038902: Ground Truth: sad, Predicted: fear
Sample samplenew_00038917: Ground Truth: happy, Predicted: happy
Sample samplenew_00038938: Ground Truth: sad, Predicted: sad
Sample samplenew_00038939: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00038959: Ground Truth: worried, Predicted: worried
Sample samplenew_00038994: Ground Truth: happy, Predicted: happy
Sample samplenew_00039001: Ground Truth: angry, Predicted: angry
Sample samplenew_00039015: Ground Truth: sad, Predicted: sad
Sample samplenew_00039024: Ground Truth: angry, Predicted: angry
Sample samplenew_00039031: Ground Truth: angry, Predicted: angry
Sample samplenew_00039035: Ground Truth: sad, Predicted: fear
Sample samplenew_00039064: Ground Truth: sad, Predicted: fear
Sample samplenew_00039073: Ground Truth: fear, Predicted: fear
Sample samplenew_00039079: Ground Truth: angry, Predicted: angry
Sample samplenew_00039085: Ground Truth: fear, Predicted: fear
Sample samplenew_00039090: Ground Truth: angry, Predicted: angry
Sample samplenew_00039092: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039141: Ground Truth: angry, Predicted: angry
Sample samplenew_00039151: Ground Truth: sad, Predicted: sad
Sample samplenew_00039172: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039204: Ground Truth: happy, Predicted: happy
Sample samplenew_00039213: Ground Truth: sad, Predicted: fear
Sample samplenew_00039235: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039238: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039253: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039258: Ground Truth: angry, Predicted: angry
Sample samplenew_00039281: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039284: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039354: Ground Truth: sad, Predicted: fear
Sample samplenew_00039356: Ground Truth: happy, Predicted: happy
Sample samplenew_00039383: Ground Truth: happy, Predicted: happy
Sample samplenew_00039388: Ground Truth: sad, Predicted: sad
Sample samplenew_00039416: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039424: Ground Truth: sad, Predicted: sad
Sample samplenew_00039431: Ground Truth: sad, Predicted: fear
Sample samplenew_00039440: Ground Truth: angry, Predicted: angry
Sample samplenew_00039443: Ground Truth: angry, Predicted: angry
Sample samplenew_00039445: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039453: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039463: Ground Truth: sad, Predicted: sad
Sample samplenew_00039477: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039481: Ground Truth: sad, Predicted: fear
Sample samplenew_00039491: Ground Truth: sad, Predicted: sad
Sample samplenew_00039497: Ground Truth: sad, Predicted: sad
Sample samplenew_00039508: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039517: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00039524: Ground Truth: worried, Predicted: worried
Sample samplenew_00039537: Ground Truth: worried, Predicted: worried
Sample samplenew_00039555: Ground Truth: angry, Predicted: angry
Sample samplenew_00039557: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039576: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039611: Ground Truth: sad, Predicted: sad
Sample samplenew_00039624: Ground Truth: sad, Predicted: sad
Sample samplenew_00039625: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00039637: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039656: Ground Truth: fear, Predicted: worried
Sample samplenew_00039697: Ground Truth: angry, Predicted: angry
Sample samplenew_00039700: Ground Truth: sad, Predicted: fear
Sample samplenew_00039703: Ground Truth: sad, Predicted: sad
Sample samplenew_00039712: Ground Truth: sad, Predicted: sad
Sample samplenew_00039726: Ground Truth: happy, Predicted: happy
Sample samplenew_00039751: Ground Truth: angry, Predicted: angry
Sample samplenew_00039759: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00039760: Ground Truth: sad, Predicted: fear
Sample samplenew_00039779: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00039800: Ground Truth: sad, Predicted: fear
Sample samplenew_00039805: Ground Truth: sad, Predicted: sad
Sample samplenew_00039808: Ground Truth: angry, Predicted: angry
Sample samplenew_00039822: Ground Truth: angry, Predicted: angry
Sample samplenew_00039874: Ground Truth: sad, Predicted: worried
Sample samplenew_00039892: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039907: Ground Truth: sad, Predicted: worried
Sample samplenew_00039923: Ground Truth: angry, Predicted: angry
Sample samplenew_00039926: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00039942: Ground Truth: sad, Predicted: fear
Sample samplenew_00039976: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00039980: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040012: Ground Truth: angry, Predicted: fear
Sample samplenew_00040022: Ground Truth: angry, Predicted: angry
Sample samplenew_00040037: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00040046: Ground Truth: sad, Predicted: sad
Sample samplenew_00040061: Ground Truth: happy, Predicted: happy
Sample samplenew_00040074: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040085: Ground Truth: angry, Predicted: angry
Sample samplenew_00040101: Ground Truth: angry, Predicted: angry
Sample samplenew_00040118: Ground Truth: angry, Predicted: fear
Sample samplenew_00040122: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040160: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040190: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040209: Ground Truth: happy, Predicted: happy
Sample samplenew_00040211: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040215: Ground Truth: sad, Predicted: sad
Sample samplenew_00040260: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040285: Ground Truth: sad, Predicted: worried
Sample samplenew_00040302: Ground Truth: angry, Predicted: angry
Sample samplenew_00040303: Ground Truth: angry, Predicted: angry
Sample samplenew_00040325: Ground Truth: angry, Predicted: fear
Sample samplenew_00040328: Ground Truth: sad, Predicted: sad
Sample samplenew_00040340: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040357: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040377: Ground Truth: sad, Predicted: sad
Sample samplenew_00040382: Ground Truth: angry, Predicted: angry
Sample samplenew_00040422: Ground Truth: worried, Predicted: worried
Sample samplenew_00040424: Ground Truth: angry, Predicted: worried
Sample samplenew_00040446: Ground Truth: sad, Predicted: fear
Sample samplenew_00040525: Ground Truth: worried, Predicted: worried
Sample samplenew_00040532: Ground Truth: happy, Predicted: happy
Sample samplenew_00040533: Ground Truth: angry, Predicted: angry
Sample samplenew_00040549: Ground Truth: angry, Predicted: angry
Sample samplenew_00040553: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040557: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00040670: Ground Truth: happy, Predicted: happy
Sample samplenew_00040692: Ground Truth: neutral, Predicted: happy
Sample samplenew_00040717: Ground Truth: worried, Predicted: worried
Sample samplenew_00040781: Ground Truth: sad, Predicted: fear
Sample samplenew_00040806: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040810: Ground Truth: worried, Predicted: worried
Sample samplenew_00040812: Ground Truth: sad, Predicted: sad
Sample samplenew_00040824: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040837: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040847: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040861: Ground Truth: worried, Predicted: worried
Sample samplenew_00040864: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040865: Ground Truth: happy, Predicted: happy
Sample samplenew_00040876: Ground Truth: angry, Predicted: angry
Sample samplenew_00040883: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040885: Ground Truth: happy, Predicted: happy
Sample samplenew_00040899: Ground Truth: angry, Predicted: angry
Sample samplenew_00040904: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00040952: Ground Truth: angry, Predicted: worried
Sample samplenew_00040984: Ground Truth: sad, Predicted: sad
Sample samplenew_00041000: Ground Truth: sad, Predicted: sad
Sample samplenew_00041011: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00041094: Ground Truth: angry, Predicted: angry
Sample samplenew_00041096: Ground Truth: happy, Predicted: happy
Sample samplenew_00041117: Ground Truth: sad, Predicted: sad
Sample samplenew_00041144: Ground Truth: angry, Predicted: angry
Sample samplenew_00041156: Ground Truth: angry, Predicted: angry
Sample samplenew_00041169: Ground Truth: sad, Predicted: sad
Sample samplenew_00041178: Ground Truth: sad, Predicted: sad
Sample samplenew_00041191: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00041193: Ground Truth: angry, Predicted: angry
Sample samplenew_00041225: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00041250: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00041277: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00041284: Ground Truth: angry, Predicted: angry
Sample samplenew_00041313: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00041334: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00041347: Ground Truth: worried, Predicted: worried
Sample samplenew_00041353: Ground Truth: angry, Predicted: angry
Sample samplenew_00041359: Ground Truth: angry, Predicted: worried
Sample samplenew_00041372: Ground Truth: angry, Predicted: fear
Sample samplenew_00041377: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00041388: Ground Truth: angry, Predicted: worried
Sample samplenew_00041399: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00041404: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00041406: Ground Truth: angry, Predicted: fear
Sample samplenew_00041410: Ground Truth: happy, Predicted: happy
Sample samplenew_00041414: Ground Truth: sad, Predicted: sad
Sample samplenew_00041466: Ground Truth: happy, Predicted: happy
